course_id,catalogue_id,course_name,course_name_short,department_name,course_description,units,grading_type,grade_requirement,prerequisites,corequisites,pre_co_requisites,misc_lab,GE_area,course_level,course_notes
116944,13,ENGL 242 - Nonfiction Writing Workshop,ENGL 242,ENGL,Nonfiction writing as preparation for thesis. Study and critique of canonical and contemporary nonfiction. Intensive workshop experience. May be repeatable for credit for up to 12 units.,4 unit(s),Letter Graded,C-,,,,,,Upper,
116945,13,HUM 2A - Honors - Modern World Cultures A,HUM 2A,HUM,"Seventeenth century to the present. Courses cover political, historical, social-institutional, philosophical, and literary thought and the arts of the modern world.",6 unit(s),Letter Graded,C-,HUM 1B.,,,,A1 (C- or better) + D (formerly GE Area D2): Oral Communication + Social Sciences.,Lower,
116946,13,HUM 1B - Humanities Honors - Silk Roads & Water Ways,HUM 1B,HUM,"Interdisciplinary study of human cultural interactions from the late ancient to the early modern world. Examination of developments in learning, science, visual arts, diffusion of knowledge, religious ideas, conflicts and resolutions in the medieval world writ large, across Africa, Europe, Asia, North America and South America. Cohort-based, team-taught course eligible for credit for Honors commendation.",6 unit(s),Letter Graded,C-,,,,,A1: Oral Communication (C- or better) and A3: Critical Thinking and Writing (C- or better).,Lower,
116947,13,HUM 2B - Honors - Modern World Cultures B,HUM 2B,HUM,"Seventeenth century to the present. Courses cover political, historical, social-institutional, philosophical, and literary thought and the arts of the modern and contemporary world.",6 unit(s),Letter Graded,C-,HUM 2A; Completion of GE Areas A1 and A2 each with grades of C- or better.,,,,A3 + C2 + US123: Critical Thinking and Writing + Humanities + American Institutions.,Lower,
116948,13,FORL 25 - World Cultures Through Literature and Cinema (INACTIVATED - NOT OFFERED),FORL 25,FORL,"Introduction to contemporary non-English speaking cultures taught online in English; Specialized modules highlight cultural features, interactions, and contributions of culture groups associated with five world languages (initially Chinese, French, German, Japanese, Spanish) examined through literature and films. Fulfills GE C1/C2",6 unit(s),Letter Graded,C-,,,,,C1 + C2: Arts and Letters.,Lower,
116949,13,ENGL 257 - Seminar in the History of Rhetoric,ENGL 257,ENGL,Study of rhetorical theory and practice from classical to modern times.,4 unit(s),Letter Graded,C-,Classified standing or instructor consent.,,,,,Upper,
116950,13,ENGL 259 - Seminar in Composition Studies,ENGL 259,ENGL,Study of current approaches to composition.,4 unit(s),Letter Graded,C-,Classified standing or instructor consent.,,,,,Upper,
116951,13,ENGL 298 - Special Study,ENGL 298,ENGL,Advanced and individual research and projects.,1-6 unit(s),Credit/No Credit,C-,Instructor consent.,,,,,Upper,
116952,13,ENGL 299 - University Thesis,ENGL 299,ENGL,"Supervised study. Completed theses are approved by the university and may at some point be uploaded to ProQuest, ScholarWorks or other digital thesis repository.",1-6 unit(s),Mandatory Credit/No Credit/RP,C-,"Candidacy and successful completion of ENGL 291, assembly of Thesis Committee, and thesis proposal.",,,,,Upper,
116953,13,ENGL 121 - Introduction to Comparative Literature,ENGL 121,ENGL,"Literature exploring themes, styles, or strategies, shared across national borders and languages.",4 unit(s),Letter Graded,C-,,,,,,Upper,
116954,13,"HUM 1A - Humanities Honors - Origins, Agriculture, Empire",HUM 1A,HUM,"Interdisciplinary study of human culture from its beginnings through the establishment of far-flung urban empires. Examination of creation stories, domestication of agriculture, and the development of cities in the ancient world, across Africa, Europe, Asia, North America and South America. Cohort-based, team-taught course eligible for credit for Honors commendation.",6 unit(s),Letter Graded,C-,,,Completion of GE Area A2.,,C1: Arts and E: Human Understanding & Development.,Lower,
116955,13,ENGL 203 - Narrative Craft and Theory,ENGL 203,ENGL,"Study of prose fiction and nonfiction as a literary genre (with sub-genres) and an art which can be learned through imitation and analysis. Course emphasizes the formal and technical properties of prose narrative, with attention to Narratology. Prior permission of graduate advisor may be repeatable once for credit.",4 unit(s),Letter Graded,C-,,,,,,Upper,
116956,13,AMS 1A - American Cultures to 1877,AMS 1A,AMS,"American culture examined through political, literary, artistic, economic and social development. American values, ideas and institutions from popular culture as well as traditional sources.",6 unit(s),Letter Graded,C-,,,,,C1 + D (formerly GE Area D2): Arts and Social Sciences.,Lower,Entire sequence satisfies GE Areas C1+C2+D+American Institutions (US123).
116957,13,AMS 1B - American Cultures 1877 to Present,AMS 1B,AMS,"American culture examined through political, literary, artistic, economic and social development. American values, ideas and institutions from popular culture as well as traditional sources.",6 unit(s),Letter Graded,C-,AMS 1A.,,,,"C2 + D (formerly GE Area D3) + US123: Humanities, Social Sciences, and American Institutions.",Lower,Entire sequence satisfies GE Areas C1+C2+D+American Institutions (US123).
116958,13,ENGL 115 - The Bible as Literature,ENGL 115,ENGL,"Study of the Bible from the perspective of literature, examining key portions of the Bible, its subjects, themes, literary styles and genres, and contributions to Western Literature.",4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116959,13,HIST 15 - Essentials of U.S. History,HIST 15,HIST,"Treatment of essentials of U.S. history. Satisfies the <a href=""content.php?catoid=13&navoid=4976#american-institutions-ai-"">American Institutions (US1)</a><span style=""display: none !important"">&#160;</span> and the GE Area D: Social Sciences requirements.",3 unit(s),Letter Graded,C-,,,,,D: Social Sciences (formerly GE Area D2) + US1: US History.,Lower,
116960,13,AAS 33B - Asian Americans in U.S. History II,AAS 33B,AAS,"Historical and political factors that shaped U.S. culture, institutions and society from the mid-nineteenth century to the current era. Focus on experiences of Asian Americans as well as other immigrants and people of color.",3 unit(s),Letter Graded,C-,AAS 33A.,,,,D (formerly GE Area D3) + US123: Social Sciences and American Institutions.,Lower,Must complete the entire sequence (AAS 33A and 33B) to satisfy American Institutions (US123).
116961,13,AFAM 2B - African Americans and the Development of America&#8217;s History and Government,AFAM 2B,AFAM,"Major events in America&#8217;s development, emphasizing African-Americans&#8217; relationship to government and other basic institutions.",3 unit(s),Letter Graded,C-,AFAM 2A.,,,,D (formerly GE Area D3) + US123: Social Sciences and American Institutions.,Lower,Must complete the entire sequence (AFAM 2A and 2B) to satisfy American Institutions (US123).
116962,13,ENGL 109 - Writing and the Young Writer,ENGL 109,ENGL,Emphasis on workshop approach to improve creative and expository writing skills and to transfer knowledge grained as a writer into practice as a prospective teacher of writing.,4 unit(s),Letter Graded,C-,,,,,,Upper,
116963,13,CCS 10B - Mexican Americans and the Development of U.S. History and Government,CCS 10B,CCS,"The American people and institutions from various ethnic points of view. Historical similarities and differences of various groups that make up the U.S. and its historical/political institutions. From 1865 to the present. GE Area: D, meets additional GE Areas when taken with <a href=""preview_course_nopop.php?catoid=13&coid=116548"" onclick=""acalogPopup('preview_course.php?catoid=13&coid=116548&print', '3', 770, 530, 'yes');return false;"" rel=""remote /ajax/preview_course.php?catoid=13&coid=116548&display_options[location]=tooltip&show"" id=""tt1366"" target=""_blank"">CCS 10A</a><span style=""display: none !important"">&#160;</span>.",3 unit(s),Letter Graded,C-,CCS 10A.,,,,D (formerly GE Area D3) + US123: Social Sciences and American Institutions,Lower,Must complete the entire sequence (CCS 10A and 10B) to satisfy American Institutions (US123).
116964,13,ENGL 100A - Writing Competency Through Genres,ENGL 100A,ENGL,"Satisfies the Writing Skills Test (WST) requirement if passed with a C or better (C- or lower will not satisfy the WST). Prepares students for 100W through drafting, feedback, and revision to demonstrate writing competency. Develops ability to analyze written genres used in the students&#8217; chosen disciplines as well as write analytical and reflective essays.",3 unit(s),Letter Graded,C-,"Must have failed the WST or students who have not taken the WST must have completed GE area A3, ENGL 1B, HUM 2B, or equivalent with a C- or better.",,,,,Upper,A Credit/No Credit grading option may not be used to satisfy the WST requirement.
116965,13,POLS 15 - Essentials of U.S. & California Government,POLS 15,POLS,"Treatment of essentials of U.S. and California government. Satisfies the <a href=""content.php?catoid=13&navoid=4976#american-institutions-ai-"">American Institutions (US23)</a><span style=""display: none !important"">&#160;</span> and the GE Area D: Social Sciences requirements.",3 unit(s),Letter Graded,C-,,,,,D (formerly GE Area D3) + US23: Social Sciences and US Constitution and California Government.,Lower,
116966,13,AE 271 - Advanced Aircraft Design,AE 271,AE,"Project course in which students complete the preliminary design of an airplane of their choice. The design process involves defining the mission requirements, weight sizing, performance sizing, fuselage design, wing, high-lift system and lateral controls design, landing gear design, weight and balance, stability and control, drag polars, and final drawings. Final report includes discussion of environmental, economic and safety considerations for the airplane.",3 unit(s),Letter Graded,C-,BS in Aerospace Engineering or BS in Mechanical Engineering or instructor consent.,,,,GWAR: Graduation Writing Assessment Requirement.,Upper,This course satisfies graduate-level GWAR in this master\u2019s program.
116967,13,ANTH 230 - Theory in Practice,ANTH 230,ANTH,"In-depth analysis of anthropological and related theory and accompanying methodology, emphasizing the use of theory in practice.",3 unit(s),Letter Graded,C-,ANTH 131 or instructor consent.,,,,GWAR: Graduation Writing Assessment Requirement.,Upper,This course satisfies graduate-level GWAR in this master\u2019s program.
116968,13,ENGL 178 - Creative Nonfiction,ENGL 178,ENGL,The study of legacy texts in the genre of creative nonfiction and the historical influences which led to the genre&#8217;s development.,4 unit(s),Letter Graded,C-,Upper division standing.,,,,,Upper,
116969,13,ENGL 1290R - Culminating Experience Supervision,ENGL 1290R,ENGL,Continued work on thesis or project.,1 unit(s),Credit/No Credit/No Degree Credit,C-,Outstanding RP grade in a preceding semester in a project or thesis class,,,,,Lower,No Degree Credit.
